"id","label","size","color","x","y","z"
153,"Every patient matters and not every patient behaves the<br>same and therefore requires different services to keep<br>them informed and motivated about their care.",0.0193553930675513,"#CAB2D6",-0.158156491752282,0.0598220298276758,0.328169313632473
154,"By continuously improving the quality of the APIs we<br>manufacture and ensure that it serves all types of<br>formulation requirements.",0.0130036404029455,"#CAB2D6",-0.175514066268014,0.216168420495064,0.310469445265322
155,"Pharmaceutical is an industry involve in saving human<br>life. Patient centric approach in pharma is good but<br>there is a possibility of misuse at various level. So it<br>is suggested, there should be strict regulation and watch<br>at all times. Extending benefit of medicines to more no's<br>of people is fine, however misuse at any point at any<br>level could bring lots of disregard and bad reputations<br>for any organization. A no profit or no loss patient<br>centricity model is always advocated where a proper CSR<br>model within regulatory framework may be propagated that<br>are beneficial to the society and well being of mankind.",0.0125009666397458,"#FFFF99",-0.129418058799676,0.350412409279727,-0.00509645807025987
156,"I would say the efforts of the pharma industry are being<br>blossom",0.0135699684389156,"#33A02C",-0.0480665255232684,0.201493689826479,-0.0580580064457954
157,"Understanding patient needs from the patient's<br>perspective.  Pharma needs to move beyond those tactics<br>that drive more perscriptions to be filled.  Patients<br>have so much to deal with (side effects, OOP costs, prior<br>authorizations and delays) that this is not being truly<br>patient centric.  tough to do as it is their mandate to<br>grow perscriptions",0.0117157341084864,"#6A3D9A",-0.174798005506982,-0.183179405061378,-0.0781803210624514
158,"Patient centricity is the centralized focus to the<br>patients by the healthcare industries, doctors etc to<br>help achieve their good health condition.",0.0187198556527174,"#CAB2D6",-0.243683182172563,0.125105888397979,0.258960972977879
159,"Going to work with the patient in your heart reflecting<br>this passion in your thoughts in mind coming out in words<br>to form strategies that build to stay whether we -people<br>- here or left . Then the strategies going to actions .",0.015297250619048,"#33A02C",-0.0454553991956584,0.200118038146009,-0.0450515175297467
160,"No idea",0.0249734469168069,"#33A02C",0.0556664347180579,0.254033558040519,-0.206013230282011
161,"Patients are our ""North Star"". All decisions should point<br>to their best interests.",0.0101907227576728,"#FFFF99",0.140046571670318,0.588601429430289,0.0787650213678594
162,"Setting the company's goals and actions with the purpose<br>of developing, managing, and providing access to<br>products/treatments that serve the needs of patients and<br>contribute to better outcomes for patients.",0.0160988724080305,"#E31A1C",-0.389753924995924,-0.388818711652658,0.231090786261056
163,"start or initial introduction the concept",0.017228906202954,"#1F78B4",0.0538637598763714,0.195480895617659,-0.410845834386504
164,"Putting the patient first in all we do",0.0113049247694137,"#FDBF6F",1.43425434045411,-0.557669271602918,0.289111553817054
165,"save cost for patients, improve lives for patients",0.020645137641538,"#CAB2D6",-0.144103591850951,0.108177648095464,0.246027429918931
166,"Putting the patient needs first",0.0184675262176958,"#FDBF6F",1.29233487846708,-0.708923297674954,0.111331668367646
167,"Providing information and tools that lead to better<br>outcomes",0.0207792248661862,"#E31A1C",-0.350950386744621,-0.0984264228803801,0.573508956051132
168,"The medical is for the purpose of patient health, so<br>please have patient centricity be the first thing to<br>think and do when you run your business",0.0108064881631726,"#B15928",0.373205338726713,-0.195773445091846,-0.0681946736808998
169,"Now the patients and set the data base of patient<br>first....",0.0181313120769929,"#B15928",0.383522416640189,-0.0604982300807445,0.182880801882033
170,"At the moment, this is limited to patient assistance<br>program",0.00815770980709413,"#33A02C",0.0277775686027461,0.220284049783812,-0.10023458439958
171,"End goal should be patient satisfaction",0.0180727689579357,"#33A02C",0.145224552471356,0.308477393615349,0.0113134577396265
172,"Efforts of promotion are designed to help patient<br>experience better health and outcomes. This involves from<br>pre-launch to post launch, the product and its attributes<br>are designed with the patient and HCP in mind, not<br>focused first on profit.",0.0161844890993516,"#E31A1C",-0.22530668367153,-0.369245021101433,0.332315210286403
173,"Dont know",0.00333333333333333,"#33A02C",0.0561769054958966,0.20933444107666,-0.0819052993074955
174,"Focus on the patient to achieve best clinical outcomes",0.0201407005166722,"#CAB2D6",-0.257525732078918,0.144182038718844,0.226456196313175
175,"Thinking of patients first, across the company so<br>everyone is aligned to the one driving vision.",0.0160945797811394,"#B15928",0.274398270436543,-0.341251651636889,0.055214448025706
176,"Putting the patients' health and happiness at the centre<br>of everything we do. If a strategic initiative does not<br>support this, then we should not be considering it.",0.0137736587791878,"#B15928",0.524770441700822,0.00665120506376961,-0.200110017335682
177,"It is involving the patient at the clinical planning<br>phase, the development phase and the market access phase",0.0208394012640297,"#FF7F00",-0.343056252215308,-0.50798556622625,-0.523945848333111
178,"genetically customized",0.0192533605274159,"#FB9A99",0.178148037924883,0.415061466011932,0.37004258478194
179,"Listening, appreciating and understanding the needs of<br>patients (and caregivers) across various socioeconomic,<br>cultural and other dimensions; inviting, gathering and<br>utilizing patient (and caregiver) input; design products,<br>services and other solutions--including information--to<br>not only meet, but anticipate and exceed patient needs.",0.0138626554144828,"#B2DF8A",-0.344066229861111,-0.501319989907462,0.0276192706178363
180,"all we do must satisfy patient",0.013386020441348,"#33A02C",0.0496707937629534,0.191036755296953,-0.0784043547114985
181,"That benefiting the patient is the goal for development,<br>marketing and pricing. That improving the health of the<br>citizens/ patients is guiding principal.",0.011672727109606,"#6A3D9A",-0.177898397377037,-0.175092708698559,-0.182809610214809
182,"A focus upon the overall health of the patient -- nearly<br>holistic in perspective and secure. Infomation that flows<br>in both directs from provider to patient to provider.",0.0121129906765948,"#CAB2D6",-0.273860226217545,0.0564359799202019,0.232931149252427
183,"work in progress",0.0150384842433186,"#33A02C",-0.0276854103805758,0.209619230613651,-0.0809954286393642
184,"Responsiveness and involvement of patients but not<br>reliance on their advocacy to prove drug efficacy. This<br>is a danger.",0.00981654914489578,"#6A3D9A",-0.0815282981240257,-0.114879946575612,-0.356701426453933
185,"To understand intrinsic nature of diseases and disorders<br>and how these are reflected in different patient groups,<br>including the variations among a group or groups.",0.0136108254562662,"#6A3D9A",-0.200210500025953,-0.280894522742504,-0.221700101019491
186,"View everything we do from the eyes of the patient",0.0122387923355606,"#33A02C",0.392823486472316,0.130210814335486,-0.186261599098982
187,"Walking the talk...",0.00333333333333333,"#33A02C",0.0561769054958965,0.209334441076659,-0.0819052993074958
188,"where the priority of our actions are directed for the<br>benefit of patients",0.0163217865953216,"#33A02C",0.023874058774507,0.326209238537502,-0.156371580450161
189,"Putting the patient at the centre of everything we do.",0.0139712563492007,"#FDBF6F",0.957803263817181,-0.218826198081461,-0.0301779375231582
190,"We work to improve patients lifes",0.0193249806771575,"#CAB2D6",-0.207667124657269,0.130871833979341,0.210258989535553
191,"In the words of George Merck from 1947, "" medicine is for<br>patients not for profit, and the more we remember that<br>the greater are our profits""   Abridged version of the<br>quote",0.010354276679939,"#33A02C",0.0103925146545783,0.303843954183541,-0.0524048958555852
192,"Patients come first in everything we do",0.0177509088651063,"#FDBF6F",0.976589635800444,-0.300172337835968,0.20633192741003
193,"When patients are TRULY viewed as stakeholders and their<br>opinions are sought and input is incorporated into<br>decision making.",0.0198806464356609,"#A6CEE3",0.0296133495945611,0.361902122208231,-0.40636283807154
194,"Patient support programs.   We need to demonstrate to<br>payers that cost consciousness is NOT contradictory to<br>patient-centricity, in fact these are aligned. Plans that<br>focus on high deductibles are asking patients to do this<br>trade-off by themselves - not a wise option in many<br>cases. Payers need to share data with patients explaining<br>their coverage decisions, and to engage them both as<br>premium paying members and as cost driving patients.",0.012655450579161,"#CAB2D6",-0.226833503291777,-0.0132031025832359,0.0300879254346108
195,"Targeting clinical development and therapeutic goals to<br>meet the needs of the patient as described by the<br>patient.",0.0148771757993638,"#FF7F00",-0.123016292901208,-0.515561146813336,-0.428687547749482
196,"Making the patient the focus for product development so<br>that these solutions truly meet clinical unmet need.",0.020237769071816,"#FF7F00",-0.343954329322741,-0.608148019510609,-0.438834398578475
197,"all efforts in drug development and commercialization<br>take into account patient focused outcomes and unmet<br>medical needs including quality measures and burden of<br>illness and treatments",0.0214354547902834,"#B2DF8A",-0.402931616833452,-0.644501453915802,-0.194914612647427
198,"Patients co operating with medical proffesionals",0.00985845020864813,"#33A02C",0.00280071631322898,0.0766312256604472,-0.221882873371347
199,"Listening to their concerns",0.0234240461975494,"#33A02C",0.139697417434709,0.10620549078469,0.0287740115668449
200,"plans, strategies and actions focus on real patients<br>needs",0.0223650470076101,"#6A3D9A",-0.159199595654077,-0.0721730344150222,-0.272372428101166
